simulation_id,gdp_shock,inflation_shock,interest_rate_shock,traffic_demand_shock,cost_overrun_shock,construction_delay_months,simulated_revenue,simulated_debt_service,simulated_dscr,default_flag
29,0.0019808393024358523,-0.0026155489544279,0.008757424323630976,0.011818211642335454,0.18546772304030318,3,101.44529381833784,80.95483059267914,1.2531098277353654,0
30,0.011249187506201698,0.03792166185696265,0.0032520054893474815,-0.18928909043632475,0.08870904982321826,22,81.24796816056364,85.48985403272347,0.9503814116873315,1
31,0.0019488016331180927,0.060585579614057784,0.003696413877025344,-0.003094620898411578,0.2439669613853592,2,98.37077858311922,81.51648767194747,1.2067592875075734,0
32,0.07556834553526813,0.06364083568919074,0.02778862383144793,0.08565842500150607,-0.03163743110696843,19,114.53165616144763,83.49730458745181,1.3716808791293575,0
33,0.019595083257861984,0.05260912664296025,-0.009679423180491824,0.20869681748989233,0.10519649528082274,0,121.5139619087014,76.64096440528162,1.585496253232526,0
34,-0.011731327868677009,0.026467522625944005,0.016997045364044595,-0.11258000741246231,-0.018308375611671188,0,86.90717840623746,75.86283995104075,1.1455829818963321,0
35,0.04467634736309567,-0.009420539223689767,0.020923571609587983,-0.06308457663623795,0.04392985469752849,9,98.394690553278,80.93268960141349,1.2157595532517622,0
36,-0.01662530949913067,0.027619622549881623,0.007867732395972712,-0.011463948849064506,0.04345449717638443,11,96.50058360143345,80.6928061161666,1.195900703496539,0
37,0.026265907850142663,0.032391378223651214,0.023396017404801593,-0.11694373217542685,0.07864349542929167,2,90.1224331118803,79.27417995251918,1.1368447225295628,0
38,-0.03879010371639327,0.03217677582024965,0.012214777608061753,0.11742716745471085,0.004936691944374419,22,107.05928697832552,84.27718388935305,1.2703234972692363,0
39,-0.01984558146695291,0.055463908924448115,0.028256948817341684,-0.008411345443874821,0.09426083539523904,12,95.78770958580603,83.7401399576935,1.143868515555373,0
40,0.025905837076073704,0.089641910275371,-0.012833079573887811,0.014634842805125526,0.13683732035849425,5,101.81302023123564,78.99135874002454,1.2889133932525645,0
41,0.04215399739986231,0.043088230046027326,0.004768371084896961,0.07442077521289904,-0.02255225060972528,20,110.58027151012546,82.35020219264845,1.3428051002405086,0
42,0.025141048435699115,0.03458170527108846,0.008922802857234482,-0.008605381965049128,0.049205400797642275,23,100.78902401528778,85.40133173223954,1.1801809406356047,0
43,0.016530551528352786,0.033519454674897683,-0.030083110767070237,-0.09810469538110382,0.3032793706210418,23,91.00459924785244,88.19255253144317,1.031885308177317,0
44,0.010966889132321337,0.043109619172692855,-0.00628929100367802,-0.0075624285958160375,0.1263389711092679,19,99.26270557433321,84.49593002468266,1.1747631577679176,0
45,-0.024355659711022822,0.019292655991290025,-0.002203988815381794,-0.1027417631416067,-0.045419296334541365,9,86.8079413149548,77.18776667131918,1.124633410947103,0
46,-0.0015953262518412573,0.043004963968651375,0.024223089922350245,0.01295770669397835,-0.012037269180783003,5,100.06111394499743,78.42089318760864,1.2759496848068057,0
47,0.0061808368712063765,0.051270308408294996,-0.0006026501947190063,0.1196325264962156,0.11807233962982891,0,111.29957862653484,77.61142887706723,1.4340617127772255,0
48,0.05171366678656747,0.045242151589362206,-0.0022711848095896547,-0.1409973950726798,0.10805328308593903,14,89.9405733816547,82.51086000871442,1.0900452785506731,0
49,0.030308548687053842,0.05143854835011953,0.022262286709842875,-0.18388452017305107,0.053004575863929614,13,83.35643914264729,82.73727446017664,1.0074835034935634,0
50,-0.03289120466088202,0.050843690233713386,-0.014268659686850817,0.005909992310360891,0.27546519655103807,11,96.03078650910506,84.25281744588455,1.139793177489708,0
51,0.02972251908184385,-0.004297417056161094,-0.021068661011653583,-0.09213595400926872,0.3094983056694923,9,93.86609193366152,83.75856230168955,1.1206745836391712,0
52,0.008447531587510505,0.05592175395988508,0.0045761154989598036,0.003809432929436273,0.07884933121202213,8,99.82765260269755,80.1173186146925,1.2460183931366675,0
53,-0.0003076600091787597,0.02322462885843866,-0.01171560152117533,0.03844842247316409,0.1698365492741391,20,103.23346052493756,85.44265224457999,1.208219288762611,0
54,0.03835028866522604,0.012604020924901052,-0.011145189419894735,-0.2572423474714247,0.1738532937056802,14,77.7956935962576,83.3258099018857,0.9336326126065899,1
55,0.050929985674878525,0.012388704303625094,0.01860150687531973,0.08278193131902505,0.1844698511582062,13,113.06147409179974,85.42068466670861,1.3235842645483231,0
56,0.04793840357348596,0.05083854026181323,0.023139607568688686,-0.14036022035462986,0.04879317425808769,23,89.48685481534028,86.45831698845862,1.0350288778728591,0
57,-0.005176525696679153,0.03443562681937867,0.021832963237781874,-0.00268175406776279,0.25515593737764297,9,98.35328135307134,85.75348083383061,1.1469304848820783,0
58,0.010723628724463563,-0.00204921959963527,0.026631649904608493,-0.07912588025261162,0.09451222430124727,0,93.21100533717609,79.1238987896237,1.1780385795321777,0
59,0.02993790294210692,0.05195094537980709,0.028617014800222024,-0.06623484177411532,0.1337593664820089,19,95.071532482304,87.28086185586186,1.0892597811340117,0
60,0.049266353813670775,0.004009796730029318,-0.02192885313240396,0.20327495275415858,0.10016348081826483,1,125.15388573853221,75.98401433348066,1.6471081034130879,0
61,0.005624772864641303,0.043495533962955274,0.016756179398942,0.038312102495479325,0.08882510621609932,1,103.30629918693816,78.63027834478287,1.3138233942649213,0
62,0.014430230700085488,0.04596247314182635,0.0020558770064566193,0.1085626083544309,0.12227235679502878,1,111.15022207690598,78.2803188033724,1.419899966888197,0
63,-0.013190049220180845,0.06213942704237613,-0.0012113636898565417,0.018112962504329148,0.005129154096518637,1,98.93880565235543,75.39955369043241,1.3121935185262237,0
64,-0.015886198722420124,0.0845421196616713,0.01840621948313058,0.07440162895859447,-0.057692241533891936,7,103.73799003207564,77.70739102672222,1.3349822798246045,0
65,0.044375774671825935,0.0058830918524864564,-0.015954432198436272,0.050085403457214225,0.08292956191890187,21,109.29904051659184,83.54433272829257,1.308275941015175,0
66,0.06068720085712469,0.038688153598423765,-0.0162666290880848,0.03053473736241909,0.029565789046138463,17,108.1549899819938,80.82023307193175,1.3382167542839616,0
67,0.017839696352589984,0.033091617623894565,0.019503591161225756,0.13285870909976158,0.14380029423893123,12,114.24255010463777,84.19827595746789,1.3568276642902584,0
68,0.05010598693676072,0.050843742149024054,0.01731679026266347,0.018780654461312413,0.13470321269693192,16,105.61757058608173,85.32958155538073,1.2377603248591307,0
69,0.030849080751429024,0.045391719273340465,0.012050989838072654,0.2742178286661246,0.10107840157573617,7,129.37189795992182,80.80308827330951,1.6010761559302347,0
70,0.0006464073618462733,0.031186343931584502,-0.003198701070847052,0.11526378873749253,0.2185259832443508,9,110.81136101164427,83.05193204268436,1.334241820583933,0
71,0.030841868165252417,0.028977445284728613,0.021157444518731864,-0.13674488372876278,0.09950178569096242,13,88.68526231153075,83.70059851695154,1.0595535023990261,0
72,0.06614109699397908,0.012088728620398812,0.020204543380907138,-0.02118596507795788,-0.016652067435671714,18,104.19329497609215,82.89066923626542,1.2569966672498118,0
73,0.018925218826701454,0.06469653956016273,0.011279567725711813,0.047649311938880196,0.08210846066764674,18,105.0400395875541,84.44340794445046,1.2439104738247035,0
74,0.06693930967442019,0.05148010453998823,-0.00765981561904657,0.00533962028544443,0.1936774213484008,23,105.94089038248676,87.40825580891052,1.2120238460551342,0
75,-0.05859235312269233,0.06294420494487843,0.0036212748140573995,0.08242481027666014,-0.05074037383684343,4,100.80964059177482,75.62993719972532,1.3329330199700464,0
76,0.04465707513125672,0.03224009658811216,0.02256750516286664,0.09564200458006482,0.09247709383600189,23,113.22390555642934,87.39829749852504,1.2954932624212747,0
77,0.022611412047145136,0.02357911328263924,0.0299078683420268,-0.16315043829587575,0.14603696276471642,17,85.35661954306097,86.90392178785814,0.9821952541040173,1
78,0.011029779486023976,0.013042123334269302,0.005101950949355074,0.15372930536597934,0.3121793867622227,9,116.1498554018436,85.78168252335163,1.3540169880699773,0
79,0.02275282329606507,0.04897293959351649,0.006254905482876065,-0.05961809585832532,0.19666061095420848,15,95.08914925393606,85.51898165768539,1.1119069405498543,0
80,-0.03962706743802678,0.014005169386794133,0.007574663379624084,-0.07150854070377086,0.11060931066915886,17,88.53630995115039,84.43180924352787,1.0486132032985798,0
81,0.013409843364874642,0.08621657672416376,0.014123395133664582,-0.07189468712466485,0.14166073810775576,8,91.99610120591689,82.24662124244934,1.1185395803035811,0
82,0.03071337714535239,0.007308935472663987,0.0012839904990996423,0.09702916871886996,-0.05181562882279406,9,112.59153119960565,77.30544763891959,1.45645015504601,0
83,0.06433682134224548,0.04684150298031255,-0.03341277586357375,-0.03204812377773432,0.016022225127523007,21,102.05783218194331,80.72954187560123,1.2641943681435421,0
84,0.004451893451790579,0.07917136768034466,0.027891535024706447,-0.07962619732052488,0.15207645368885045,11,90.50328542111795,84.63858533485211,1.0692910929815707,0
85,-0.0042548080867956285,0.05497724398159523,0.03692033420743824,-0.05087509889322447,0.11289339173250544,4,93.1125782024581,81.80912637953924,1.1381685922237876,0
86,0.004947288692463905,0.04439184281229448,0.0008140021059143132,-0.21536299906990522,0.12309929492779144,14,77.84863289194851,83.08078429381888,0.9370233267976066,1
87,0.04746206353106222,0.015787908825952608,-0.0059998005337816105,-0.10105965167417842,0.10272917229418889,22,94.24554346503957,85.11142133658565,1.1073195816144545,0
88,0.029862533289790535,0.005455770285807404,0.007943492164146668,-0.14875002583837194,0.09959272819347885,6,87.97485648799668,80.08659829666428,1.0984966069118327,0
89,0.004107193886988835,0.05925125272293965,0.007187441744068407,-0.03230031965950694,0.10823445187830379,19,95.6994061046747,85.09933329806698,1.1245611733464485,0
90,0.03539802299340068,0.07765368101937367,0.024932778657444393,0.07970319243283108,0.015517185258815583,6,109.56877951713884,79.46909506763168,1.378759622516036,0
91,0.02291232648044121,0.029028750238045714,0.010819591624675568,0.06646510811198725,0.08168584221240541,2,108.21202470329172,78.39940082162978,1.380265965928618,0
92,0.049059349715986675,0.011523462309591222,-0.0018893424555677472,0.15081005970558997,0.0004716294856926817,2,119.69885438441787,75.6189109792605,1.5829222192481307,0
93,-0.0010615928163205703,-0.021454235763725467,-0.009776141758370735,0.12407709807559447,0.05043228346094071,6,112.83790642002052,77.65151574599336,1.453132052040371,0
94,0.010170135602066954,0.015480878908436559,0.0229845127722951,-0.06343160579020525,0.19567240073636266,0,94.28683100847526,81.1264674744903,1.1622203448969741,0
95,0.008236755406035271,0.037158578937523994,0.018992668617463744,0.002288568090445582,0.08553981516019492,23,100.12356787620998,86.97409598741416,1.1511883709685082,0
96,-0.023905448443963553,0.07997808102091836,0.02590839817137728,-0.00390673130657023,0.14766715802246463,17,95.21932999942365,86.64064091835876,1.0990146078114609,0
97,0.02888360831193728,0.05682834230582422,-0.004522801260816407,-0.25812632192662643,0.10922356432900401,0,75.65502008088548,77.11832010284135,0.9810252606643339,1
98,0.027831658165396678,0.04762713511766883,0.037576553492924936,-0.14607114442916933,0.06920866664853804,5,86.98537299568102,81.25043651156146,1.0705834544446233,0
99,0.020153403699273827,0.029997008467471727,-0.016155417605858556,-0.020074401258133485,0.01931450347132614,19,99.25797503242724,81.34792000766545,1.220166109017589,0
100,0.012962385998745593,0.02542085706860109,0.020644015321022197,-0.02074757221689701,0.06799554780725137,6,98.58595995146983,80.32820097473981,1.22728952914645,0
101,-0.022461122261512426,0.0751411899376991,-0.018643741507953525,0.06147900650462003,0.11465427567844197,11,102.0232586758683,80.30644058966843,1.2704243635596244,0
102,0.007380640317039229,0.04501846351895974,-0.0018549707254770145,0.05563699554430176,0.1464122755299408,2,105.1763019981601,78.90515339501289,1.3329459163665685,0
103,0.009718564504196916,-0.012565017298025553,0.033415343956719384,-0.21248310025196823,0.1097869491645829,1,80.0376718576735,80.35135715295706,0.9960960796880328,1
104,-0.004068318076648567,0.02316150880256893,0.02247046381713984,0.06223160813490361,0.15195842543565688,14,105.23729128576129,85.35434935858775,1.2329458554436634,0
105,0.015161428650019727,0.01854459920570933,0.0018066937676922724,0.021430464774451645,-0.02161360820477648,19,103.1955743623044,81.77419584796945,1.261957678607571,0
106,0.03212152570443615,0.02634339977056338,0.002217444357674678,0.07480478179735549,0.16933300460668013,3,110.03404575591506,80.10130093047589,1.373686125914726,0
107,0.07658557703631591,0.05407276650712713,0.011509331662531631,0.1280238705169907,0.009739492743843739,19,119.1091255926525,83.20733846142636,1.4314738074198787,0
108,0.02523733438495517,0.037313877955143765,0.01771211486141084,-0.017145956734556607,0.17868036937264173,18,99.87629081616126,87.09871692549027,1.1467022057466327,0
109,0.02772651172168293,0.03807836482490845,0.02877369074024045,0.14947058843760955,0.14019246747302747,22,116.76775089530653,88.56235732366116,1.318480609866397,0
110,0.017766622527014983,0.07283682903313092,0.003156489930872583,-0.10672805446716559,-0.04961516497159729,20,89.28293608015667,81.62039553295449,1.0938802182612362,0
111,-0.03756313645897125,0.02258847275533279,-0.014176775952308021,-0.11348857444466622,0.15895702593479438,10,84.33011709075294,81.26327488710977,1.0377395841836745,0
112,0.019204583736523496,0.08660498814718375,0.012354529405731401,0.051452662816264934,0.17960778718663292,19,104.90059995159926,87.0927649171291,1.2044697404131646,0
113,0.021806906298230795,0.023217310215722847,0.003138537437374078,-0.04425210543662157,0.20063027682767243,4,97.17504733076787,81.24957153642569,1.1960068895526728,0
114,0.09389726337455859,0.04222995491531428,-0.009509505571226708,0.031395907754276337,0.03851213727151817,22,111.4735682400006,83.40331017076717,1.3365604795752106,0
115,0.014229171056566325,0.03296991011493083,0.014465033729691917,0.23915785438133896,0.1143528673656421,19,124.51445479091726,85.78281704545384,1.4515081117578668,0
116,0.029046420270008373,0.043085478337524026,0.006803293688608163,0.04721940882047708,0.1555559506438967,11,106.54944595061046,83.13525591613329,1.2816397180288635,0
117,0.0189586469088427,0.051114799876828224,0.014597683097046916,0.02546034466369435,0.15890614939296632,15,103.164029160333,85.29521459362026,1.2094937523968579,0
118,-0.015060341128585963,0.05084588100222191,-0.003416663002807706,-0.10430644543822168,0.1327616609490375,9,86.79217431826368,81.10588764614275,1.0701094191451261,0
119,0.05428468443545062,0.0211720667344855,0.01730065795488248,-0.20399757679492156,0.06586910052347021,20,84.49940909569077,85.27960410839427,0.9908513293317844,1
120,0.04255799098060323,0.011927133063810734,-0.009756472951324676,-0.008705593832821277,0.17903550032873178,21,103.08706138818293,86.17156328604712,1.1963002347536007,0
121,0.043730958411291404,0.10257929477264277,-0.0024159708454487457,0.12802442959298355,0.17950559734516133,5,114.61105643111142,80.73267812685746,1.4196364977638911,0
122,-0.007281623643842168,0.027900391509986175,0.0063562865336908355,-0.038752560847280876,0.08765773551227181,11,94.69907176313804,81.57402053905292,1.1608974418246505,0
123,0.06208382932808297,0.05748031096679966,0.03612727622439571,0.04817549990464428,0.0373156156767151,6,109.58892514910272,80.79914706955577,1.3563128959116775,0
124,-0.022055531883768426,-0.0001910327630799194,0.021772380528227407,0.1711796727262299,0.0417677328641485,9,114.91718990332316,80.9477025290604,1.4196473317086133,0
125,0.03760571281400811,0.03300968200238308,0.026157887564016845,0.1681819575876432,0.20918541722657696,15,119.75352499010556,87.29351345489924,1.3718490670211938,0
126,0.08571366877429935,0.03682001540043893,0.03125615550014717,0.051457906512213894,0.17605427079347413,2,112.79665714364036,82.0554327553642,1.3746397204427214,0
127,-0.009716089753920649,0.05182037674819581,0.0640424820371631,0.020412777438881143,0.09839681738239765,15,99.77415934979113,87.64211454389118,1.1384271120001814,0
128,0.0030110681119168425,-0.028061353524798473,0.01062383601337651,-0.18223596588036908,0.08406614339832023,11,82.77904406127475,81.81327592746544,1.011804540557275,0
129,0.022989540952629235,0.04415351532695827,0.03130601384694783,-0.07562335730123286,-0.04145494086845422,7,93.6327804819657,79.04021486898087,1.1846220387580404,0
130,0.004895730376514024,0.011256463615802677,0.025189528816029115,-0.03369069696216877,0.09324791164975266,4,96.83909175103946,80.48729267332162,1.2031600086747336,0
131,-0.026519902931983978,0.0481086427798731,0.024940487549612887,-0.10227979337209825,0.004710787635666083,16,85.91731430009494,82.97652928802346,1.0354411667649246,0
132,0.02205688924418082,0.014091770079045926,0.03661359427060271,0.029814391554331715,0.11271995811934066,19,104.8348338278751,87.40721862798037,1.1993841638419998,0
133,-0.011869111411783147,0.018612932601860466,0.003710304535232853,0.2293977820183321,0.19481977974091527,19,121.28754374560837,86.78671788431305,1.3975357831515767,0
134,0.03420777291905545,0.0331593097401683,0.002519724640954308,0.18213139111939397,0.021563875762204726,13,120.80493366034075,80.54916655272118,1.4997664014471372,0
135,-0.007582727027014093,0.013691763259920116,0.014796482702227923,0.02926558341974485,0.11908694083104272,23,101.82599155777507,87.41419237136556,1.1648679555967667,0
136,0.06649803215052619,0.02811163883161613,0.0072595034211716935,0.09353208864297942,0.1798223809607941,8,115.30022110856015,82.59046632820575,1.3960475855696142,0
137,-0.0034975987700871097,0.010165605786417117,0.014777512794972598,-0.08743251784273429,0.1176236316217801,18,90.65284819405743,85.504845171113,1.0602071498128813,0
138,0.010338154513829733,-0.005829261292468191,0.03344123177579517,0.17569072208025618,0.05808136305197945,11,118.74861919172028,82.93992305185418,1.4317425773047612,0
139,0.044405516521090094,0.06544892631073398,0.0028277991594058242,-0.18743599151342166,0.10083091242176909,10,84.06072934299851,81.23078046644525,1.0348383809721273,0
140,-0.016925929493018656,0.00759878267940179,0.005429815561094044,0.10953937933033948,0.17657989697823015,0,109.07137541674703,79.38028384909224,1.374036097226608,0
141,0.026823798038123882,0.035532977809800415,0.012614665052898655,0.05947076522397296,0.12100622879179536,10,107.74113188096467,82.4187400267828,1.307240705766105,0
142,0.059214282628472836,0.05882227703734463,0.006575223609622462,-0.09070312641053092,0.09973035339517257,7,95.38055869586059,80.36207472211305,1.186885219497885,0
143,-0.028224497036836823,0.02462639743709892,-0.01871008742020231,-0.02505441080855253,0.19249145009693008,19,94.0564492795336,85.05280107066575,1.1058595142726364,0
144,0.025539015755969126,0.01937085250636155,0.0012980853595159075,-0.13611032437872714,0.14119342959603387,20,88.45859782506517,85.77420856787447,1.031295995637972,0
145,0.027796483827452707,0.04565595221668554,0.020310598633562566,-0.13099680573626785,0.003767805684004255,3,88.53856900370135,77.73307052540729,1.1390077402739707,0
146,0.04345468615331931,0.0679483455681788,0.0315632012639897,-0.1909264800748716,0.1505130129585596,3,83.55411196864031,81.8787828863668,1.020461089225014,0
147,-0.017108521326342458,0.010767118372838277,-0.007319278513065899,0.09210166826408538,0.17596470038258127,10,107.23013673445334,82.16025987012814,1.3051338555154706,0
148,-0.01961369839252829,0.036246304199564025,-0.007389235988462644,0.1446413963312017,0.0010146890330009761,18,111.59661218887824,81.21863780410783,1.3740271347327864,0
149,0.03565824696850693,-0.0033123648741831893,0.010453507040760035,-0.25941694365761114,-0.08149915966932977,3,77.70693945294416,75.07528193549709,1.0350535815464286,0
150,0.028909540196995584,0.03016997490794525,-0.02113392597316755,0.22059666193818073,0.01664538649773188,22,124.196370840819,82.03947674821141,1.5138610796116112,0
151,0.027514785510376297,0.04085511711345189,0.003325446955193089,-0.001440988396420771,0.09180002498531083,5,101.58600178355925,79.18990908380896,1.2828149818438088,0
152,0.03039344628490927,0.01863438395612336,-0.016040630893270902,0.034782384585220566,0.1807830676038348,8,106.05172348810991,80.86457170409096,1.311473260208274,0
153,-0.0004007416473547215,0.028575204154369212,0.030535919497636975,-0.17668954027020914,0.028723837265349703,10,81.57659170438438,81.68648030079314,0.9986547517287547,1
154,0.026967610914830107,0.004794330792313749,-0.0015399673152560658,0.1584990900197838,0.1444096213323574,11,118.42681182365354,82.25871893133383,1.439687043053896,0
155,0.028792174198960435,0.04192696528453734,0.034792512795085405,0.024030011180020093,-0.13139049078254494,17,104.23404440578462,81.02815241702415,1.2863929547514263,0
156,-0.0014305425407910334,0.06639235622207874,0.026702820301875083,0.1366591487725559,0.11442453762880644,19,111.86305171762451,86.70226361928877,1.290197591712452,0
157,0.07597323533434269,0.012571403255738408,0.0003052405345387501,0.1465029984777292,0.0674607636891656,8,121.93333829981374,79.54076022309664,1.5329667199284243,0
158,0.03421498762735363,0.02443320583619043,-0.006079394552691164,0.1601849307265524,0.2678879025311519,23,118.82916168948586,89.19652321549908,1.332217416169846,0
159,-0.015739104916079456,0.05256365616135455,0.007096813762486171,-0.07779369310226433,-0.05136690297861235,14,89.33262879413175,79.6265057151677,1.1218956300014453,0
160,0.03969660825901489,0.0703022679830684,0.008430300636126951,-0.024955440947184538,0.09883988137566169,16,99.71656003160632,83.85616987866192,1.1891380225914687,0
161,-0.00924045010681964,0.002670254694776719,0.01519220415928602,-0.07340424896754176,-0.05185770812995291,8,91.66877372519446,77.97261687902251,1.1756534203209064,0
162,0.04361253811227356,0.03578038156460127,-0.0016481493429526834,0.10741157552895397,0.056023381347003964,12,114.20790182500772,80.63691487958614,1.4163228094174065,0
163,0.05475786737022212,0.047078270557988126,0.021195923102833046,0.039946707523648886,-0.03609239724831684,1,108.29350072543737,76.15261529462535,1.4220588525615672,0
164,-0.0046204695505513114,0.0374485902342788,0.013979920824998493,0.12829738368158855,0.28406309920726625,16,111.43147665724675,88.43991379403839,1.2599681736093935,0
165,0.04890128387732966,-0.021919801671927176,0.004894072649262041,0.13352865636686786,0.07155617055512095,17,118.79098906621795,83.35206928618489,1.4251714454545263,0
166,0.03238342780809495,0.0525272502327193,-0.0006806098312703464,-0.20727113891266893,0.08311764053519863,5,81.19804763372463,78.69410117469668,1.0318187312854532,0
167,0.0446618047998347,0.07798340877726612,0.007226725253519711,0.16209241566646468,0.09658130199157572,1,118.72583682719828,78.09008368882441,1.5203702085952473,0
168,0.07690378947961841,0.042916543779237586,-0.0022535187774135393,0.11410331493188607,0.009417856576993275,0,118.0277968466695,75.04288786467635,1.5728045682291327,0
169,0.012638356519913886,0.014222348667643415,0.010876580423253814,-0.0443069859822597,0.18441909869286208,4,96.47757833707435,81.46517325233343,1.1842800363075507,0
170,-0.0026120849307246854,0.027171818840892925,0.011281580278298647,0.041975131983555465,0.15121553163890739,13,103.25700923426075,84.1234679827478,1.2274459400013906,0
171,-0.006685432888765698,0.08424782669138983,0.013925609252145092,-0.014840348589924482,0.17343506901374245,17,95.74122618484624,86.32170974672009,1.1091210596472698,0
172,-0.0044743085489631455,0.06274906352151396,0.03649363614507781,0.0739266814357411,0.002563049437096815,3,105.37651070063995,78.9196913232155,1.335237238436103,0
173,0.017686948717576874,0.05600066545960823,0.008013329204506413,-0.04456756568458516,0.1908252172195241,13,95.91192166680895,84.76956707777727,1.1314428629652953,0
174,0.030234559244499318,0.0489103145883594,0.025068968006867236,0.05747126894029291,0.18158730234610465,14,107.54782495377025,86.21588690330239,1.2474246779412388,0
175,0.02830072397990057,0.02347157219522569,0.013443810954635526,0.00807663655912224,0.08140855720073462,23,103.05094674902162,86.46497835861419,1.191822963531165,0
176,0.04481549747108071,0.034985720483605785,0.00642633547152319,-0.05186326841943663,0.17160168604348514,21,98.42057989307425,87.21801309634267,1.1284432699052316,0
177,0.020390056756337212,0.038051931608037104,0.00821261095073149,0.022816349388247056,0.121813729863543,7,103.3693423242575,80.98175474323457,1.2764522410264671,0
178,0.0636060223147195,0.0537393579016111,0.009117603862479246,0.3247763488186509,-0.027519962571278034,20,137.49475316579677,82.5646211318322,1.665298662804457,0
179,0.012060295002861317,0.07772297235667258,0.014196515615923245,-0.08226439557908181,0.0853755278470368,1,91.03651563346112,78.36068804775255,1.1617625865916847,0
